pincode	officename	officeType	Deliverystatus	divisionname	regionname	circlename	Taluk	Districtname	statename
465333	Alisiriya B.O	B.O	Delivery	Ujjain	Indore	Madhya Pradesh	Kalapipal	Shajapur	MADHYA PRADESH
465333	Arniya  Kalan B.O	B.O	Delivery	Ujjain	Indore	Madhya Pradesh	Kalapipal	Shajapur	MADHYA PRADESH
465333	Bhilkhedi B.O	B.O	Delivery	Ujjain	Indore	Madhya Pradesh	Shujalpur	Shajapur	MADHYA PRADESH
465333	Dehandi B.O	B.O	Delivery	Ujjain	Indore	Madhya Pradesh	Shujalpur	Shajapur	MADHYA PRADESH
465333	Mayapur  Mangrola B.O	B.O	Delivery	Ujjain	Indore	Madhya Pradesh	Shujalpur	Shajapur	MADHYA PRADESH
465333	Raipur B.O	B.O	Delivery	Ujjain	Indore	Madhya Pradesh	Shujalpur	Shajapur	MADHYA PRADESH
465333	Rolakhedi B.O	B.O	Delivery	Ujjain	Indore	Madhya Pradesh	Kalapipal	Shajapur	MADHYA PRADESH
465333	Shujalpur  City S.O	S.O	Non-Delivery	Ujjain	Indore	Madhya Pradesh	Shujalpur	Shajapur	MADHYA PRADESH
465333	Shujalpur  Mandi S.O	S.O	Delivery	Ujjain	Indore	Madhya Pradesh	Shujalpur	Shajapur	MADHYA PRADESH
465333	Tilawadmena B.O	B.O	Delivery	Ujjain	Indore	Madhya Pradesh	Kalapipal	Shajapur	MADHYA PRADESH
